Epoch,Train Loss,Validation Loss
0,7.214722633361816,5.068496227264404
100,7.205155372619629,5.414830684661865
200,7.120223045349121,5.612322807312012
300,7.214864253997803,5.654272079467773
400,5.19506311416626,5.841445446014404
500,8.52685832977295,5.8709397315979
600,6.810086250305176,5.689635276794434
700,6.820650100708008,5.6990647315979
800,8.488496780395508,5.632626056671143
900,6.892385005950928,5.763532638549805
1000,8.30961799621582,5.652472019195557
1100,6.83305549621582,5.666407585144043
1200,6.233630657196045,5.660610198974609
1300,6.5181074142456055,5.609612941741943
1400,6.920857906341553,5.720632553100586
1500,7.958578109741211,5.785456657409668
1600,6.394753456115723,5.928197860717773
1700,6.463491916656494,5.7686028480529785
1800,7.294001579284668,5.632335662841797
1900,8.024892807006836,5.794817924499512
2000,7.605968952178955,5.685766220092773
2100,7.655411720275879,5.692341327667236
2200,8.223020553588867,5.731029033660889
2300,6.967865943908691,5.798198699951172
2400,7.861412525177002,5.707395553588867
2500,6.0344438552856445,5.722225666046143
2600,7.522536277770996,5.80252742767334
2700,8.43010139465332,5.7830400466918945
2800,9.144390106201172,5.783390045166016
2900,7.813225746154785,5.75577449798584
3000,9.203317642211914,5.790722846984863
3100,6.948882579803467,5.905004501342773
3200,7.186331272125244,5.6915669441223145
3300,8.764199256896973,5.8047685623168945
3400,7.698784828186035,5.816572666168213
3500,8.728158950805664,5.83376407623291
3600,6.450465679168701,5.770074844360352
3700,8.62714958190918,5.850252151489258
3800,7.11975622177124,5.94547176361084
3900,8.90378189086914,5.87075662612915
4000,7.215429306030273,5.880837440490723
4100,6.30964469909668,5.739544868469238
4200,7.517675876617432,5.9114990234375
4300,6.287254333496094,5.940622806549072
4400,7.085844993591309,5.776318550109863
4500,7.383914470672607,5.874155521392822
4600,6.636649131774902,5.872335433959961
4700,7.460351467132568,5.806430816650391
4800,7.369938850402832,5.895634651184082
4900,7.6142473220825195,5.808337688446045
5000,8.60680103302002,5.805113792419434
5100,7.975272178649902,5.989385604858398
5200,8.040323257446289,5.770773410797119
5300,6.494503974914551,5.880857944488525
5400,6.322271823883057,5.77347469329834
5500,8.343018531799316,5.810644626617432
5600,7.344687461853027,5.711531639099121
5700,7.578480243682861,5.782684803009033
5800,7.619919300079346,5.851047039031982
5900,6.95488166809082,5.782899856567383
6000,7.306197166442871,5.817334175109863
6100,7.1401848793029785,5.663887977600098
6200,7.250941276550293,5.794819355010986
6300,8.188606262207031,5.911145210266113
6400,9.317670822143555,5.790213108062744
6500,7.031954765319824,5.920569896697998
6600,6.840106010437012,5.971126556396484
6700,6.7617340087890625,5.964938640594482
6800,7.5705246925354,5.760617256164551
6900,7.154093265533447,5.911846160888672
7000,7.290994167327881,5.924229145050049
7100,8.180953025817871,5.637763500213623
7200,7.758049488067627,5.85159969329834
7300,6.607143402099609,5.829790115356445
7400,9.041693687438965,5.728505611419678
7500,7.924190044403076,5.761004447937012
7600,6.558863162994385,5.797361850738525
7700,7.668188095092773,5.789636135101318
7800,7.628117561340332,5.722865104675293
7900,8.461889266967773,5.670104026794434
8000,7.547023773193359,5.8170695304870605
8100,6.834571361541748,5.893657207489014
8200,6.535654544830322,5.846362590789795
8300,6.900269031524658,5.7252421379089355
8400,7.5997724533081055,5.953493595123291
8500,7.8853044509887695,5.7585129737854
8600,7.103824138641357,5.648596286773682
8700,7.29912805557251,5.834143161773682
8800,7.702151298522949,5.639562129974365
8900,7.090310573577881,5.777524471282959
9000,6.901276111602783,5.8765668869018555
9100,7.9945244789123535,5.785048484802246
9200,7.706626892089844,5.637997150421143
9300,6.6722869873046875,5.7142333984375
9400,6.597566604614258,5.822016716003418
9500,6.873929023742676,5.8199687004089355
9600,8.210451126098633,5.653233528137207
9700,7.5654296875,5.71261739730835
9800,7.093242168426514,5.674003601074219
9900,7.537631988525391,5.823545932769775
